1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug
239.0,2.0,6.0,1159.0,1.8296543416458002,0.89,1.19,3.0,761.0,370.0,3.0,1.0,3.0,4.0,1.0,1.0,19.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,2.0,4.18,Europe,Bulgaria,bansko-bulgaria
281.0,2.0,21.0,1586.0,3.0,0.47,1.43,3.0,824.0,400.0,2.0,1.0,4.0,3.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,4.41,Asia,Philippines,davao-philippines
290.0,2.0,34.0,1830.0,1.0,0.44,0.88,3.0,861.0,368.0,2.0,1.0,4.0,3.0,3.0,2.0,19.0,3.0,2.0,2.0,3.0,1.758076501112074,0.0,0.0,2.0,3.0,4.0,4.0,3.95,Latin America,Mexico,puerto-vallarta-mexico
527.0,2.0,13.0,1769.0,1.0,0.44,1.36,3.0,1034.0,599.0,2.0,1.0,4.0,2.0,3.0,2.0,19.0,2.0,2.0,2.0,3.0,2.058252603841563,0.0,0.0,2.0,3.0,4.0,4.0,3.88,Latin America,Mexico,san-miguel-de-allende-mexico
1276.0,2.0,31.0,1403.0,2.2753991045667017,1.26,2.92,2.0,1811.0,1439.0,3.0,1.0,4.0,3.0,3.0,2.0,23.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,3.55,Latin America,Panama,panama-city-panama
1090.0,2.0,9.0,3111.0,2.0,2.03,4.19,1.0,2593.0,1621.0,4.0,2.0,3.0,2.0,3.0,3.0,14.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,2.0,4.14,North America,United States,anchorage-ak-united-states
226.0,2.0,18.0,1220.0,2.0,0.4,0.84,3.0,668.0,306.0,2.0,1.0,3.0,3.0,1.0,1.0,24.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,4.46,Europe,Ukraine,lviv-ukraine
558.0,2.0,27.0,1708.0,1.0,1.77,2.4,2.0,1391.0,812.0,3.0,3.0,4.0,4.0,2.0,2.0,31.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,4.34,Europe,Lithuania,vilnius-lithuania
245.0,2.0,55.0,1342.0,3.0,0.44,1.52,3.0,918.0,401.0,2.0,2.0,4.0,3.0,1.0,1.0,13.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,4.0,2.0,4.18,Europe,Georgia,tbilisi-georgia
1190.0,2.0,14.0,2135.0,2.0,1.66,4.01,1.0,2219.0,1528.0,4.0,2.0,3.0,2.0,3.0,3.0,35.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.43,North America,United States,sacramento-ca-united-states
1000.0,2.0,14.0,2135.0,2.0,1.74,3.5,1.0,2023.0,1318.0,4.0,2.0,3.0,2.0,3.0,3.0,41.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.29,North America,United States,asheville-nc-united-states
313.0,2.0,189.0,1014.3474181370617,3.0,0.5,3.0,3.0,1001.0258437734544,525.0,2.0,1.0,2.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.68,Asia,China,xian-china
462.0,2.0,165.0,885.0,1.683297845204908,0.47,1.02,3.0,775.0,527.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.4764540627236054,0.0,0.0,2.0,2.0,4.0,4.0,3.79,Asia,Mongolia,ulaanbaatar-mongolia
326.0,2.0,38.0,854.0,2.0,0.92,1.86,3.0,814.0,503.0,2.0,2.0,3.0,3.0,2.0,3.0,37.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,4.27,Europe,Poland,lodz-poland
350.0,4.0,64.0,1068.0,2.0,1.43,2.78,3.0,992.0,641.0,2.525840652407199,3.0,4.0,2.0,3.0,3.0,17.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,3.78,Latin America,Chile,santiago-chile
1010.0,2.0,55.0,2349.0,1.9579839294469528,1.67,3.27,2.0,2082.0,1304.0,2.0,2.0,4.0,3.0,2.589022758804196,2.513878335973599,15.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,2.0,3.93,Latin America,Puerto Rico,san-juan-puerto-rico
558.0,2.0,21.0,3355.0,1.6358563741233312,1.44,2.54,1.0,1850.0,815.0,1.0,3.0,2.0,2.0,3.0,2.0,23.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,3.35,Latin America,Uruguay,punta-del-este-uruguay
963.0,2.0,24.0,2166.0,1.0,2.79,3.47,1.0,2152.0,1329.0,3.0,4.0,3.0,3.0,4.0,4.0,45.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.43,Europe,Netherlands,groningen-netherlands
930.0,2.0,21.0,1678.0,2.0,1.67,4.99,2.0,2041.0,1456.0,2.0,2.0,2.0,1.0,3.0,3.0,38.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,4.0,4.0,4.24,North America,United States,st-louis-mo-united-states
361.0,2.0,64.0,1342.0,1.0,0.26,0.52,3.0,722.0,389.0,3.0,1.0,4.0,3.0,1.0,2.0,10.0,1.0,1.0,1.0,3.0,1.8919571035931217,0.0,0.0,3.0,3.0,4.0,4.0,3.99,Asia,Sri Lanka,colombo-sri-lanka
727.0,3.0,13.0,1617.0,2.0,2.12,3.57,2.0,1717.0,1116.0,4.0,3.0,3.0,1.0,4.0,3.0,30.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.24,Oceania,Australia,cairns-australia
792.0,2.0,50.0,2440.0,2.0655668988719276,0.0,2.39,2.0,1408.0,846.0,2.0,2.0,1.0,2.0,2.0096984264421924,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,4.0,4.0,3.16,Oceania,Fiji,suva-fiji
521.0,2.0,61.0,1251.0,1.0,0.68,1.45,3.0,1010.0,650.0,1.0,1.0,4.0,3.0,2.0,3.0,6.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,3.85,Africa,Morocco,casablanca-morocco
407.0,2.0,50.0,1220.0,1.0,0.55,1.63,3.0,824.0,516.0,2.0,1.0,4.0,1.0,1.5598317270646904,1.0,5.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.35,Asia,Laos,vientiane-laos
400.0,2.0,124.0,946.0,3.0,0.4,0.75,3.0,688.0,440.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,2.93,Asia,China,wuhan-china
610.0,2.0,18.0,2654.0,2.0,1.69,3.05,2.0,1816.0,966.0,4.0,3.0,3.0,2.0,4.0,3.0,40.0,2.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,4.15,Oceania,New Zealand,dunedin-new-zealand
452.0,2.0,45.0,763.0,3.0,1.02,3.85,3.0,972.0,773.0,3.0,2.0,3.0,3.0,2.0,3.0,33.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,4.48,Asia,South Korea,daegu-south-korea
617.0,2.0,50.0,1098.0,2.659150817130288,1.25,1.5,3.0,1068.0,718.0,2.0,1.0,4.0,4.0,2.3039698746767865,3.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,4.0,1.0,3.02,Latin America,Cuba,havana-cuba
95.0,2.0,109.0,1342.0,1.0,0.08,0.0,3.0,413.0,187.52737761032586,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.51,Asia,India,rishikesh-india
179.0,2.0,33.0,1220.0,1.3293916765656593,0.57,0.66,3.0,595.0,249.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.1610018953183059,1.0,0.0,2.0,2.0,3.0,1.0,3.29,Africa,Ethiopia,addis-ababa-ethiopia
817.0,2.0,24.0,1464.0,1.0,2.58,3.41,1.0,1905.0,1229.0,3.4884945532257357,4.0,3.0,2.0,4.0,4.0,42.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.23,Europe,Netherlands,nijmegen-netherlands
900.0,2.0,16.0,1464.0,2.0,1.54,3.48,2.0,1655.0,1145.0,3.0,2.0,4.0,3.0,3.0,3.0,60.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,4.0,4.0,4.24,North America,United States,kansas-city-mo-united-states
258.0,2.0,37.0,2623.0,3.0,0.49,1.23,3.0,1070.0,368.0,2.0,2.0,2.0,4.0,2.0,2.0,51.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,3.86,Europe,Romania,constanta-romania
811.0,2.0,12.0,2013.0,3.0,1.31,3.3,1.0,1997.0,1182.0,2.0,2.0,2.0,2.0,3.0,2.0,27.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,4.07,Europe,United Kingdom,cheltenham-united-kingdom
754.0,2.0,25.0,2074.0,1.0,2.22,2.43,1.0,1870.0,1074.0,3.0,2.0,2.0,3.0,2.0,4.0,14.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,4.41,Europe,Italy,pisa-italy
608.0,2.0,51.0,1312.0,2.0,0.92,2.59,3.0,1199.0,803.0,2.0,2.0,3.0,4.0,2.0,3.0,37.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.21,Europe,Poland,krakow-poland
800.0,2.0,16.0,1739.0,2.0,1.59,3.59,2.0,1770.0,1199.0,3.0,2.0,4.0,2.0,3.0,3.0,16.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.108303653775801,North America,United States,des-moines-ia-united-states
920.0,2.0,11.0,1647.0,2.0,1.67,3.66,2.0,1686.0,1095.0,3.0,2.0,4.0,1.0,3.0,3.0,19.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.33,North America,United States,tucson-az-united-states
272.0,2.0,50.0,885.0,1.0,0.7,1.82,3.0,614.0,402.0,2.0,1.0,3.0,3.0,1.8513386528269038,1.0,12.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,3.99,Asia,Laos,luang-prabang-laos
551.0,2.0,50.0,1220.0,1.8817560537221183,0.43,0.58,3.0,864.0,558.0,3.0,2.0,3.0,4.0,1.0,1.8992130324885976,6.0,1.0,1.0,1.0,3.0,1.452277565099921,0.0,0.0,2.0,3.0,4.0,2.0,4.08,Asia,Myanmar,yangon-myanmar
357.0,2.0,27.0,1251.0,1.0,0.71,1.99,3.0,825.0,508.0,3.0,2.0,2.0,2.0,3.0,4.0,29.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.35,Asia,Taiwan,taichung-taiwan
282.0,2.0,82.0,1373.0,3.0,0.54,3.52,3.0,920.0,568.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.48,Asia,China,kunming-china
180.0,2.0,44.0,833.7131878968661,3.0,0.58,0.0,3.0,438.0,250.0,1.612515054133199,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,3.61,Asia,China,yangshuo-china
466.0,2.0,97.0,1525.0,3.0,0.41,0.75,3.0,916.0,506.0,3.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.57,Asia,China,suzhou-china
692.0,2.0,18.0,1890.5632342887648,2.0,1.19,3.34,2.0,1611.0,1015.0,3.0,2.0,2.0,2.0,2.0,4.0,36.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,2.93,Asia,Japan,hiroshima-japan
311.0,3.0,7.0,1068.0,2.6349142976309414,0.29,2.33,3.0,777.0,490.0,1.0,1.0,3.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,3.0,1.415446787980633,0.0,0.0,2.0,3.0,4.0,4.0,3.43,Europe,Azerbaijan,baku-azerbaijan
270.0,2.0,50.0,1037.0,1.6862338317597811,0.54,1.61,3.0,745.0,410.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.3,Europe,Armenia,yerevan-armenia
449.0,2.0,34.0,1434.0,3.0,1.01,2.43,3.0,1253.0,714.0,3.0,3.0,2.0,2.0,2.0,1.0,30.0,2.0,2.0,3.0,3.0,2.1552832730984024,0.0,0.0,3.0,3.0,4.0,4.0,4.33,Europe,Latvia,riga-latvia
472.0,2.0,14.0,1983.0,3.0,1.45,2.52,2.0,1440.0,768.0,4.0,3.0,4.0,3.0,2.0,2.0,30.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,4.0,4.0,4.25,Europe,Estonia,tallinn-estonia
714.0,2.0,28.0,3050.0,1.0,1.88,1.9,1.0,2019.0,1017.0,2.0,2.0,3.0,2.0,2.0,4.0,19.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.85,Europe,Italy,como-italy
898.0,2.0,5.0,6375.0,1.0,3.97,4.3,1.0,3467.0,1436.0,2.0,3.0,2.0,3.0,4.0,4.0,51.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.75,Europe,Switzerland,interlaken-switzerland
1462.0,2.0,27.0,1861.0,1.0,2.55,3.43,1.0,1891.0,1204.0,4.0,3.0,4.0,3.0,3.0,3.0,27.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.4,Europe,Germany,frankfurt-germany
300.0,2.0,50.0,976.0,2.042684403190634,0.44,0.49,3.0,656.0,346.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,1.702790952745113,0.0,0.0,2.0,2.0,3.0,4.0,4.3,Asia,Kyrgyzstan,bishkek-kyrgyzstan
698.0,2.0,24.0,2684.0,1.0,1.76,1.35,2.0,1865.0,936.0,4.0,2.0,3.0,3.0,2.0,4.0,25.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.38,Europe,Italy,trento-italy
745.0,3.0,35.0,2471.0,1.0,2.45,3.28,2.0,1679.0,1058.0,4.0,3.0,3.0,3.0,3.0,3.0,33.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.33,Europe,Germany,cologne-germany
792.0,2.0,18.0,1922.0,3.0,1.76,2.97,2.0,1777.0,1110.0,3.0,2.0,2.0,2.0,3.0,2.0,33.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,3.79,Europe,United Kingdom,belfast-united-kingdom
900.0,2.0,17.0,2288.0,2.0,2.15,3.84,1.0,2164.0,1334.0,4.0,3.0,3.0,3.0,3.0,4.0,31.0,2.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.21,Europe,Ireland,galway-ireland
400.0,2.0,50.0,1708.0,1.83303903161733,1.0,2.05,3.0,1120.0,578.0,2.0,1.0,2.0,4.0,3.0,2.0,19.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,4.0,2.0,4.14,Latin America,Panama,bocas-del-toro-panama
717.0,2.0,9.0,3386.0,1.0,2.35,2.85,1.0,2431.0,1123.0,2.0,4.0,2.0,1.0,4.0,4.0,55.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.98,Europe,Netherlands,deventer-netherlands
262.0,2.0,74.0,1220.0,1.0,1.04,1.46,3.0,795.0,422.0,2.0,1.0,2.0,2.0,2.0,2.0,14.0,1.0,2.0,2.0,3.0,1.5031812166837435,0.0,0.0,3.0,3.0,4.0,4.0,3.93,Europe,Macedonia,skopje-macedonia
1040.0,2.0,16.0,1617.0,2.0,1.73,3.67,2.0,1741.0,1186.0,3.0,2.0,3.0,2.0,3.0,3.0,36.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.27,North America,United States,san-antonio-tx-united-states
675.0,2.0,9.0,3111.0,1.0,2.48,1.59,1.0,2262.0,1028.0,2.0,2.0,2.0,1.0,2.0,4.0,16.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.75,Europe,Italy,siena-italy
487.0,2.0,19.0,1129.0,2.0,2.08,3.12,2.0,1377.0,896.0,3.0,2.0,3.0,2.0,3.0,4.0,34.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.01,Europe,France,nantes-france
786.0,2.0,22.0,1434.0,3.0,2.64,2.97,2.0,1894.0,1171.0,3.0,2.0,4.0,4.0,3.0,2.0,24.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.02,Europe,United Kingdom,leeds-united-kingdom
792.0,2.0,21.0,1952.0,3.0,2.64,2.97,1.0,2027.0,1177.0,3.0,2.0,3.0,3.0,3.0,2.0,28.0,3.0,1.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.86,Europe,United Kingdom,southampton-united-kingdom
341.0,3.0,47.0,580.0,1.9888434542779447,0.65,8.0,3.0,877.0,874.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.84,Latin America,Venezuela,caracas-venezuela
743.0,2.0,34.0,2867.0,1.0,2.33,3.17,1.0,2239.0,1175.0,2.4719796530524003,2.0,3.0,2.0,2.0,4.0,22.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.28,Europe,Italy,verona-italy
175.0,2.0,28.0,610.0,1.0,0.5,1.21,3.0,560.0,306.0,2.0,1.0,4.0,2.0,3.0,2.0,20.0,2.0,2.0,2.0,3.0,1.8679279910429196,0.0,0.0,2.0,3.0,4.0,4.0,4.17,Latin America,Mexico,hermosillo-mexico
248.0,2.0,19.0,1464.0,2.0,1.0,2.0,3.0,970.0,488.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,3.87,Africa,South Africa,port-elizabeth-south-africa
467.0,2.0,56.0,854.0,1.9095272690117047,0.56,1.11,3.0,792.0,551.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,3.56,Latin America,Guatemala,guatemala-city-guatemala
598.0,2.0,89.0,2501.0,1.3955440842281943,1.33,2.16,2.0,1585.0,845.0,2.0,2.0,2.0,3.0,2.0,2.0,10.0,1.0,1.0,2.0,3.0,1.4741037017201737,0.0,0.0,1.0,2.0,3.0,1.0,3.85,Latin America,Belize,caye-caulker-belize
541.0,2.0,91.0,3142.0,1.4550287270894984,0.66,1.33,2.0,1484.0,652.0,2.0,2.0,3.0,4.0,2.0,2.0,9.0,1.0,1.0,2.0,3.0,1.8067709584467848,0.0,0.0,1.0,2.0,3.0,2.0,3.7,Latin America,Belize,san-pedro-belize
247.0,2.0,50.0,824.0,1.6829778061980036,0.56,1.3,3.0,618.0,357.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,4.0,3.32,Africa,Madagascar,antananarivo-madagascar
431.0,2.0,8.0,1312.0,3.0,0.0,0.0,3.0,779.0,393.0,2.0,1.0,3.0,2.0,3.0,1.0,18.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,4.0,3.7,Asia,Thailand,ko-chang-thailand
533.0,2.0,49.0,2044.0,1.0,1.14,1.99,2.0,1323.0,711.0,2.0,3.0,2.0,2.0,4.0,3.0,8.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,4.0,3.46,Latin America,Costa Rica,tamarindo-costa-rica
594.0,2.0,36.0,1098.0,2.0,1.13,1.98,3.0,1100.0,758.0,2.0,2.0,3.0,3.0,2.0,3.0,33.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.9,Europe,Poland,wroclaw-poland
420.0,2.0,27.0,1281.0,1.0,1.5,1.95,3.0,1077.0,631.0,3.0,3.0,2.0,2.0,2.0,2.0,19.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,4.0,4.0,4.28,Europe,Lithuania,kaunas-lithuania
1320.0,2.0,21.0,2623.0,3.0,2.64,2.97,1.0,2427.0,1591.0,4.0,2.0,4.0,3.0,3.0,2.0,31.0,4.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.41,Europe,United Kingdom,oxford-united-kingdom
622.0,2.0,35.0,1190.0,2.0,0.95,3.1,3.0,1251.0,918.0,3.0,2.0,2.0,3.0,2.0,4.0,46.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.97,Asia,Japan,fukuoka-japan
660.0,2.0,18.0,1342.0,3.0,2.64,3.3,2.0,1783.0,1085.0,3.0,2.0,3.0,2.0,3.0,2.0,23.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.07,Europe,United Kingdom,sheffield-united-kingdom
1111.0,2.0,5.0,2013.0,2.0,1.48,1.85,2.0,1918.0,1286.0,3.0,3.0,4.0,2.0,4.0,3.0,17.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,2.0,2.86,Oceania,Australia,gold-coast-australia
901.0,2.0,21.0,2684.0,1.0,2.73,3.51,1.0,2386.0,1333.0,4.0,4.0,4.0,3.0,4.0,4.0,72.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.14,Europe,Netherlands,leiden-netherlands
1313.0,2.0,18.0,2257.0,1.0,3.06,3.5,1.0,2419.0,1664.0,4.0,4.0,4.0,3.0,4.0,4.0,63.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.14,Europe,Netherlands,the-hague-netherlands
227.0,2.0,50.0,1053.0268044381355,1.0,1.25,4.0,3.0,897.0,633.0,2.0,1.0,2.0,2.0,1.4473601474030848,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0,2.95,Asia,North Korea,pyongyang-north-korea
691.0,2.0,19.0,1220.0,2.0,2.88,2.82,2.0,1599.0,1064.0,4.0,2.0,3.0,3.0,3.0,4.0,27.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.36,Europe,France,toulouse-france
394.0,2.0,77.0,1114.7133172894974,1.9474677653960415,0.46,1.85,2.0,872.0,555.0,1.0,1.0,3.0,2.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,3.36,Middle East,Iran,tehran-iran
122.0,2.0,158.0,1159.0,1.8198172426905936,0.28,1.77,3.0,652.0,317.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,2.7,Asia,Bangladesh,dhaka-bangladesh
573.0,2.0,27.0,1220.0,1.0,1.32,2.42,3.0,1220.0,832.0,1.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,4.29,Latin America,Costa Rica,san-jose-costa-rica
825.0,2.0,33.0,3599.0,2.0,2.0,4.0,1.0,2258.0,1213.0,3.0,2.0,4.0,2.0,3.0,3.0,16.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,2.0,4.2,North America,United States,park-city-ut-united-states
829.0,2.0,20.0,1403.0,1.0,2.66,3.12,2.0,1800.0,1173.0,2.0,3.0,2.0,2.0,3.0,3.0,32.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,3.91,Europe,Germany,heidelberg-germany
623.0,2.0,141.0,1007.0,1.956443394151051,0.83,2.05,3.0,1162.0,804.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0022491889405978,0.0,0.0,2.0,2.0,1.0,1.0,3.41,Africa,Senegal,dakar-senegal
394.0,2.0,85.0,1495.0,2.0,1.0,2.0,3.0,1089.0,612.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,3.67,Africa,South Africa,johannesburg-south-africa
906.0,2.0,9.0,3508.0,1.0,2.55,3.03,1.0,2595.0,1320.0,3.0,4.0,3.0,3.0,4.0,4.0,28.0,4.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.17,Europe,Netherlands,haarlem-netherlands
525.0,2.0,50.0,1464.0,3.0,1.75,1.17,2.0,1284.0,688.0,3.0,3.0,3.0,4.0,3.0,4.0,50.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,4.0,4.0,3.79,Europe,Spain,corralejo-canary-islands-spain
626.0,2.0,31.0,3904.0,1.0,2.85,1.94,1.0,2448.0,1004.0,2.0,2.0,3.0,2.0,2.0,4.0,20.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.81,Europe,Italy,rimini-italy
586.0,2.0,29.0,1586.0,2.0,2.18,2.18,2.0,1664.0,963.0,3.0,2.0,3.0,2.0,3.0,4.0,20.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,4.0,4.0,4.4,Europe,France,marseille-france
1994.0,2.0,15.0,3172.0,2.0,1.94,4.44,1.0,3138.0,2167.0,2.0,2.0,2.0,3.0,3.0,3.0,18.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,4.16,North America,United States,santa-barbara-ca-united-states
318.0,2.0,50.0,1403.0,1.0,0.18,1.58,3.0,738.0,411.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,4.06,Africa,Morocco,el-jadida-morocco
